ID;DEPARTAMENTO;ACCESS POINT;ATA AUDIOCODES;EQUIPO CLIENTE;EQUIPO SERVIDOR;IMPRESORA LASER;MESA PARA TV O IMPRESORA;SKY EDGE WEB ENHANCE;SWITCH 8 PUERTOS;TELEFONO PUBLICO;"TELEVISOR 42""";Total general
51529;CAUCA;AP0499;AT0221;;ES0089;IM0439;ME1588;SE0679;SW0335;TP0066;TV0081;9
51530;CAUCA;AP0457;AT0854;;ES0457;IM3447;ME3655;SE0307;SW0307;TP0732;TV0254;9
51531;CORDOBA;AP1216;AT1612;;ES1446;IM1695;ME2284;SE1690;SW1503;TP1648;TV1253;9
51532;CORDOBA;AP1327;AT1423;;ES1283;IM1311;ME3806;SE1483;SW1373;TP3394;TV1303;9
51535;BOLIVAR;AP2280;AT2229;;ES2409;IM2429;;SE2429;SW2179;TP1987;TV2429;8
51536;BOLIVAR;AP2249;AT2359;;ES2400;IM2972;ME2990;SE2301;SW2262;TP3341;TV2450;9
51537;BOLIVAR;AP2439;AT2162;;ES2119;IM2219;ME2886;SE2182;SW2351;TP2412;TV2956;9
51538;BOLIVAR;AP2336;AT2406;;ES3097;IM3605;ME3018;SE2405;SW2216;TP2399;TV2336;9
51539;BOLIVAR;AP2367;AT2267;;ES2265;IM2247;ME2962;SE2197;SW2367;;TV2964;8
51541;BOLIVAR;AP2450;AT2184;;ES2159;IM3042;ME3112;SE2249;SW2399;TP5205;TV2288;9
51543;BOLIVAR;AP2337;AT2407;;ES2357;IM2204;ME2949;SE2404;SW2124;TP3342;TV2337;9
51544;BOLIVAR;AP2429;AT3064;;ES3012;IM2209;ME3850;SE2192;SW2449;TP5199;TV2272;9
51546;BOLIVAR;AP2341;AT2412;;ES2361;IM2201;ME3855;SE2400;SW2120;TP3431;TV2341;9
51548;BOLIVAR;AP2115;AT2449;;ES2884;IM2175;ME3031;SE2375;SW2335;TP3508;TV2255;9
51549;BOLIVAR;AP2144;AT2344;;ES2314;IM2364;ME3123;SE2144;SW2134;TP2162;TV2214;9
51550;CORDOBA;AP1494;AT1374;;ES1452;IM3322;ME2327;SE1244;SW1444;TP1645;TV1704;9
51551;CORDOBA;AP1409;;;ES1309;IM1509;ME2141;SE1609;SW1309;;TV1309;7
51552;CORDOBA;AP1524;AT1527;;ES1208;IM1498;ME2058;SE1358;SW1597;TP1498;TV1539;9
51554;CORDOBA;AP1505;AT1364;;ES1465;IM1606;ME2306;SE1206;SW1415;TP3276;TV1687;9
51555;CORDOBA;AP1581;AT1501;;ES1660;IM1220;ME2478;SE1323;SW1561;TP3675;TV1281;9
51556;CORDOBA;AP1660;AT1470;;ES1701;IM3606;ME3822;SE1350;SW1508;;TV1490;8
51557;CORDOBA;AP1539;AT1507;;ES1220;IM1382;ME2084;SE1450;SW1461;TP1468;TV1515;9
51558;SUCRE;AP1952;AT1922;;ES1957;IM3183;ME2629;SE1975;SW1958;TP4952;TV1980;9
51559;SUCRE;AP1948;AT2004;;ES2041;IM2039;ME2611;SE1969;SW1940;TP2009;TV1921;9
51560;SUCRE;AP1842;AT1957;;ES1842;IM2105;ME2806;SE1912;SW1842;TP3432;TV1842;9
51562;SUCRE;AP1728;AT1728;;ES1728;IM2919;ME2529;SE1728;SW1728;TP4938;TV1728;9
51563;SUCRE;AP1864;AT1864;;ES2908;IM1864;ME2602;SE1864;SW1864;;;7
51564;SUCRE;AP1942;AT1999;;ES2035;IM2034;ME2850;SE1963;SW1934;TP5014;TV1915;9
51565;BOLIVAR;AP2433;AT2168;;ES2113;IM2213;ME2881;SE2188;SW2453;TP1819;TV2268;9
51566;CORDOBA;AP1675;AT1464;;ES1356;IM1418;ME2173;SE1416;SW1624;TP1677;TV1484;9
51567;BOLIVAR;AP2362;AT2262;;ES2037;;ME2957;SE2212;SW2362;TP2272;TV2362;8
51568;SUCRE;;AT1855;;ES1905;IM1905;ME2777;SE1897;SW1905;TP1867;TV1901;8
51569;BOLIVAR;AP2275;AT2207;;ES2377;IM2407;ME2892;SE2424;SW2157;TP2124;TV2424;9
51571;BOLIVAR;AP2210;AT2107;;ES2402;IM2355;ME3059;SE2261;SW2220;TP2332;TV2455;9
51573;SUCRE;AP1730;AT1730;;ES1730;IM1730;ME3925;SE1730;SW1730;TP2046;TV1730;9
51574;SUCRE;AP1920;AT1971;;ES2008;IM1963;ME3929;SE1926;SW1846;TP2006;TV1959;9
51575;SUCRE;AP1859;AT1859;;;IM2890;ME2609;SE1859;SW1859;TP3325;TV1859;8
51576;SUCRE;AP1878;AT1878;;ES1878;IM0452;ME2763;SE1878;SW1878;TP3261;TV1878;9
51577;SUCRE;AP1806;AT1808;;ES1808;IM1808;ME2654;SE1818;SW1808;TP4934;TV1808;9
51578;CAUCA;AP0166;;;;;;;;TP3329;;2
51579;CAUCA;AP0428;AT0229;;ES0582;IM0434;ME1581;SE0674;SW0574;TP0611;TV0089;9
51580;CAUCA;AP0039;AT0039;;ES0039;IM0039;ME1495;SE0039;SW0039;TP0039;TV0441;9
51581;CORDOBA;AP1630;AT1301;EC1270;ES1620;IM3120;ME2437;SE1271;SW1270;TP1222;TV1571;10
51582;CAUCA;AP0321;AT0495;EC0792;ES0533;IM0792;ME1075;SE0638;SW0531;TP0320;TV0331;10
51583;CAUCA;AP0328;AT0399;;ES0541;IM3056;ME1731;SE0211;SW0389;TP0583;TV0549;9
51584;CAUCA;AP0384;AT0593;;ES0342;IM0366;ME1570;SE0849;SW0368;TP0211;TV0481;9
51585;CAUCA;AP0727;AT0727;;ES0728;IM0251;ME1610;SE0322;SW0727;TP0333;TV0233;9
51586;CAUCA;AP0192;AT3165;;ES0192;IM0192;ME1664;SE0192;SW0192;TP0192;TV0192;9
51587;CAUCA;AP0422;AT0235;;;IM0428;ME1577;SE0668;SW0568;TP0378;TV0096;8
51588;CAUCA;AP0674;AT0644;;ES2889;IM0851;ME1723;SE0366;SW0392;TP0674;TV0380;9
51589;CAUCA;AP0587;AT0658;;ES0600;IM0642;ME1318;SE0557;SW0419;TP0369;TV0467;9
51590;CAUCA;AP0413;AT0240;;ES0069;IM0419;ME1555;SE0659;SW0559;TP0409;TV0100;9
51591;CAUCA;AP0679;AT0686;;ES0516;IM0506;ME1061;SE0533;SW0813;TP0458;TV0319;9
51592;CAUCA;AP0225;AT0059;;ES0824;IM0531;ME1326;SE0587;SW0091;TP0391;TV0473;9
51593;CAUCA;AP0772;AT0772;;ES0772;IM0772;ME1260;SE0772;SW0772;TP0772;TV0772;9
51594;CAUCA;AP0327;AT0398;;ES0540;IM0518;ME1730;SE0210;SW0388;;TV0548;8
51595;CORDOBA;AP1467;AT1394;;ES1497;IM1655;ME2304;SE1247;SW1447;TP1445;TV1667;9
51596;CORDOBA;AP1512;AT1479;;ES1695;;ME2485;SE1339;SW1579;;TV1499;7
51597;CORDOBA;AP1583;AT1503;;ES1662;IM1222;ME3772;SE1325;SW1563;;TV1283;8
51598;CORDOBA;AP1441;AT1320;;ES1340;IM1541;ME2113;SE1641;SW1341;TP1541;TV1341;9
51599;CORDOBA;AP1605;AT1211;;ES1668;IM3386;ME2225;SE1551;SW1251;TP1350;TV1361;9
51600;CORDOBA;AP2846;AT2846;;ES2846;IM2846;;SE2846;SW2846;;TV2846;7
51602;META;AP2463;AT2463;;ES2463;IM2463;ME3203;SE2463;SW2463;TP2463;TV2463;9
51603;META;AP2522;AT2522;;ES2522;IM2522;ME3154;SE2522;SW2522;;TV2522;8
51604;SUCRE;AP1910;AT1960;;ES1843;IM1845;;SE1913;SW1912;TP3464;TV1845;8
51605;SUCRE;AP1818;AT1817;;ES1815;IM1813;ME2662;SE1993;SW1816;TP1815;TV1989;9
51606;SUCRE;AP1912;AT1966;;ES1847;IM1849;ME2753;SE1917;SW1916;TP3100;TV1850;9
51607;SUCRE;AP1801;AT1801;;ES1801;IM2966;ME3926;SE1815;SW1801;TP2105;TV1801;9
51608;SUCRE;AP1913;AT1967;;ES1848;IM3408;ME2799;SE1918;SW1917;TP1914;TV1851;9
51609;SUCRE;AP1816;AT1816;;ES1852;IM1811;ME2724;SE1825;SW1814;TP1982;TV1818;9
51611;SUCRE;AP1831;AT1831;;ES1831;;ME2677;SE1841;SW1831;TP1823;TV1831;8
51612;CAUCA;AP0769;AT0769;;ES0769;IM0769;ME0769;SE0769;SW0769;TP0769;TV0769;9
51613;CAUCA;AP0684;AT0685;;ES0521;IM0513;ME1064;SE0537;SW0818;TP0463;TV0324;9
51614;CAUCA;AP0774;AT0774;;ES0774;;ME1263;SE0774;SW0774;TP0774;TV0774;8
51615;CAUCA;AP0060;AT0467;;ES0812;IM3341;ME1716;SE0459;SW0056;TP0667;TV0474;9
51616;CORDOBA;AP1369;AT1667;;ES1302;IM1599;ME2093;SE1500;SW1400;TP1403;TV1613;9
51617;SUCRE;AP1977;AT1813;;ES3037;IM1933;ME2723;SE1955;SW1811;TP4927;TV1949;9
51618;SUCRE;AP1817;AT1941;;ES1814;IM3568;ME2722;SE1826;SW1815;TP1983;TV1988;9
51619;CAUCA;AP0803;AT0803;;ES0803;IM0803;ME1294;SE0803;SW0803;TP0028;TV0803;9
51620;CAUCA;AP0299;AT3085;;ES0299;IM3253;ME3680;SE0299;SW0299;TP4003;TV2987;9
51621;CAUCA;AP2951;AT4017;;ES0109;IM0058;ME3549;SE4021;SW2900;TP3650;TV0310;9
51622;CAUCA;AP0401;AT0700;;ES0364;IM0069;ME1045;SE0550;SW0517;TP0218;TV0661;9
51623;CAUCA;AP0057;AT0468;;ES0800;IM0542;ME1707;SE0456;SW0624;TP0664;TV0329;9
51624;CAUCA;AP0377;AT0430;;ES0327;IM0377;ME1168;SE0627;SW0618;TP0228;TV0013;9
51625;CAUCA;AP0183;AT0183;;ES0183;IM0183;ME1658;SE0183;SW0767;TP0183;TV0183;9
51626;CAUCA;;;;;;;;;;;0
51627;CAUCA;AP0550;AT0490;;ES0566;IM0680;ME1107;SE0214;SW0821;TP3649;TV0611;9
51628;CAUCA;AP0414;AT0241;;ES0070;IM0420;ME1556;SE0660;SW0560;TP0410;TV0101;9
51629;CAUCA;AP2942;AT2984;;;IM3311;ME1181;SE4025;;TP3736;TV0071;7
51631;CORDOBA;AP1695;AT1553;;ES1512;IM1431;ME3784;SE1434;SW1644;TP1695;TV1458;9
51632;CORDOBA;AP1282;AT1232;;ES1382;IM1210;;SE1532;SW1232;TP1557;TV2907;8
51633;CORDOBA;AP1486;AT1366;;ES1486;IM1645;;SE1236;SW1436;TP3605;TV2882;8
51634;CORDOBA;AP1641;AT1282;;ES1632;IM1471;ME2422;SE1281;SW1281;TP1472;TV1581;9
51635;META;AP2618;AT2618;;ES2618;IM2618;ME3336;SE2644;SW2618;TP2657;TV2618;9
51636;SUCRE;AP1882;AT1882;;ES2955;IM1882;ME2764;SE1882;SW1882;TP2079;TV1882;9
51637;CAUCA;AP0658;AT0408;EC0203;ES0308;IM0357;ME1200;SE0608;SW0017;TP0255;TV0455;10
51639;CAUCA;AP0096;AT0629;EC0028;ES0844;IM3371;ME1330;SE0253;SW0397;TP0363;TV0405;10
51641;CAUCA;AP0311;AT0323;EC2885;ES3149;IM0704;ME1190;SE0833;SW2924;TP4268;TV4043;10
51642;CAUCA;AP1050;AT0876;EC1095;ES0980;IM1187;ME1914;SE1036;SW0976;TP0879;TV1076;10
51643;CAUCA;AP0339;;;ES2917;IM0630;ME1110;SE0650;SW0634;;TV0655;7
51644;BOLIVAR;AP2297;AT2246;EC2304;ES2020;IM3283;ME3872;SE2451;SW2201;TP3278;TV2448;10
51645;META;AP2526;AT2526;;ES2526;IM3096;ME3170;SE2526;SW2526;TP3462;TV2526;9
51646;CAUCA;AP0155;AT0155;;ES0155;IM0155;ME1736;SE0155;SW0155;TP0155;TV0155;9
51647;CAUCA;AP0364;AT0417;;ES0317;IM0367;ME1159;SE0611;SW0611;TP0246;TV0058;9
51649;GUAVIARE;AP2615;AT2615;;ES2615;IM3336;ME3271;SE2615;SW2615;TP2885;TV2615;9
51650;GUAVIARE;AP2622;AT2622;;ES2622;IM2622;ME3279;SE2622;SW2622;TP3636;TV2622;9
51651;CAUCA;AP0494;AT0216;;ES0096;IM0442;ME1593;SE0682;SW0330;TP0069;TV0076;9
51652;BOLIVAR;AP2358;AT2258;;ES2168;IM3377;ME2953;SE2208;SW2358;TP2268;TV2884;9
51653;SUCRE;AP1723;AT1723;;ES1723;IM1723;;SE1781;SW1723;;TV1723;7
51654;SUCRE;AP1744;AT1744;;ES1744;IM3542;;SE1744;SW1744;TP2038;TV1744;8
51658;CAUCA;AP0233;AT0067;;ES0402;IM0685;ME1303;SE0483;SW0662;TP0671;TV0373;9
51659;CAUCA;AP0438;AT0574;;ES0243;IM0534;ME1718;SE0590;SW0841;TP0357;TV0376;9
51660;CAUCA;AP0549;AT0489;;;IM3572;ME1437;SE0213;SW0820;TP0444;TV0610;8
51662;CORDOBA;AP1635;AT1296;;ES1616;IM1495;ME2435;SE1266;SW1274;TP4703;TV1566;9
51664;META;AP2459;AT2459;;;IM2459;ME3244;SE2459;SW2459;TP2459;TV2459;8
51665;SUCRE;AP2907;AT1986;;;IM2018;ME2847;SE1937;SW1924;TP1842;TV1972;8
51668;CAUCA;AP0673;AT0500;;ES0374;IM0308;ME1056;SE0826;SW0408;TP0569;;8
51669;CAUCA;AP0467;AT3122;;ES0337;IM2810;ME1540;SE0352;SW0317;TP3567;TV0208;9
51670;BOLIVAR;AP2213;AT3061;;ES2249;IM2298;ME3079;SE2266;SW2224;TP3677;TV2158;9
51671;BOLIVAR;AP2266;AT2215;;ES3040;IM3160;;SE2416;SW2166;TP3227;TV2416;8
51672;BOLIVAR;AP2158;AT2125;;ES2264;IM2329;ME3845;SE2309;SW2213;;TV2169;8
51673;BOLIVAR;AP2138;AT2338;;ES2311;IM2358;ME3078;SE2138;SW2128;TP2157;TV2208;9
51674;BOLIVAR;AP2324;AT2324;;ES2334;IM2384;ME3008;SE2124;SW2324;TP2186;TV2234;9
51675;BOLIVAR;AP2331;AT2330;;ES2341;IM2300;ME3015;SE2132;SW2441;TP2193;TV2241;9
51676;BOLIVAR;AP2118;AT2428;;ES2348;IM2158;ME3048;SE2364;SW2423;TP2228;TV2333;9
51677;CAUCA;AP0102;AT0375;;;IM0079;ME1133;SE0565;SW0546;TP0646;TV0642;8
51681;SUCRE;AP1989;AT1948;;ES1975;IM1925;ME2712;SE2058;SW1986;TP4994;TV1998;9
51682;SUCRE;AP1954;AT1927;;ES2015;IM1912;ME2839;SE1980;SW1963;TP1974;TV1985;9
51683;SUCRE;AP1708;AT1708;;ES1708;IM1708;ME2505;SE1708;SW1708;TP4945;TV1708;9
51684;SUCRE;AP1855;AT1924;;;;;SE1977;SW1960;;;4
51685;SUCRE;AP2034;AT2080;;ES2079;IM3364;;SE2092;SW2031;TP2082;TV2024;8
51686;SUCRE;AP1867;AT1867;;ES1867;IM1867;ME2778;SE1867;SW1867;;TV1867;8
51687;SUCRE;AP2031;AT2078;;ES2075;IM2079;ME2715;SE2098;SW2036;TP2087;TV2027;9
51688;SUCRE;AP2042;AT2070;;ES2071;IM2076;ME2698;SE2006;SW2048;;TV1941;8
51689;SUCRE;AP1964;AT1913;;ES2049;IM2048;ME2708;SE1950;SW1947;TP1952;TV1927;9
51690;SUCRE;AP1982;AT1820;;ES1983;IM1942;ME2642;SE1829;SW1977;TP1989;TV1993;9
51691;SUCRE;AP1955;AT1840;;ES2902;IM2061;ME2750;SE2081;SW2021;TP2071;TV2013;9
51694;SUCRE;AP1933;AT1761;;ES2970;IM3397;ME2820;SE1761;SW1765;TP1841;TV1765;9
51695;SUCRE;AP1945;AT2001;;ES2038;IM2973;ME2849;SE1966;SW1937;TP1945;TV1918;9
51696;SUCRE;AP1861;AT1861;;ES1861;IM1861;ME2606;SE1861;SW1861;TP4917;TV1861;9
51697;BOLIVAR;AP2141;AT2341;;ES3055;IM2361;ME3076;SE2141;SW2131;TP2159;TV2211;9
51698;GUAVIARE;AP2610;AT2642;EC2610;ES2610;IM2610;ME3183;SE2610;SW2610;TP0603;TV2610;10
51699;BOLIVAR;;AT2057;;ES1993;IM1944;ME2736;SE2061;SW2006;;TV1943;7
51700;GUAVIARE;AP2530;AT2530;;ES2530;IM3205;ME3164;SE2530;SW2530;TP2530;TV2530;9
51703;BOLIVAR;AP2174;AT2140;;ES2307;IM2299;ME2939;SE2324;SW2304;TP2336;TV2119;9
51704;BOLIVAR;AP2319;AT2319;;ES2329;IM2379;ME3003;SE2119;SW2429;TP2401;TV2229;9
51706;CAUCA;AP0165;AT0165;;ES0165;IM3350;ME3555;SE0165;SW0165;TP0191;TV0165;9
51708;CAUCA;;;;;IM2987;;;;;;1
51709;CAUCA;AP1041;AT1000;;ES1187;;ME1935;SE1011;SW1102;TP1082;TV1001;8
51711;CAUCA;AP0981;AT1161;;ES1150;IM0930;ME3380;SE1081;SW1000;TP0857;TV0973;9
51712;CAUCA;AP1190;AT1070;;ES0870;IM2955;ME1835;SE0871;SW0880;TP3142;TV1120;9
51713;CAUCA;AP0932;AT0903;;ES3013;IM2974;ME1840;SE0943;SW1183;TP0902;TV1102;9
51715;CAUCA;AP1042;AT0999;;ES0999;IM3330;ME1936;SE1012;SW1101;TP3388;TV2935;9
51716;CORDOBA;AP1534;AT1522;;ES2945;IM1454;ME2072;SE1440;SW1594;TP1588;TV2883;9
51717;CORDOBA;AP1671;AT1463;;;IM3047;ME2289;SE1408;SW1619;TP3714;TV1477;8
51719;CORDOBA;AP1521;AT1588;;ES1524;IM1276;ME2258;SE1700;SW1552;TP1284;TV1223;9
51720;CORDOBA;AP1310;AT1250;;ES1359;IM2530;ME3834;SE1509;SW1210;;TV1225;8
51721;CORDOBA;AP1548;AT1691;;ES3002;IM1395;ME2368;SE1375;SW1472;TP1515;;8
51723;BOLIVAR;AP2126;AT2436;;ES2226;IM3483;ME3132;SE2113;SW2415;TP2195;TV2325;9
51724;BOLIVAR;AP2117;AT2427;;ES2347;IM2451;ME3049;SE2358;SW2424;TP3357;TV2334;9
51725;CAUCA;AP0432;AT0404;;ES0323;IM3380;ME1144;SE0207;SW0377;TP0435;TV0030;9
51726;CAUCA;AP1033;AT0992;;ES0992;IM1094;ME1089;SE1173;SW1083;TP3379;TV0993;9
51727;CAUCA;AP0073;AT0610;;ES0829;IM0073;ME1461;SE0460;SW0640;TP0450;TV0390;9
51728;CAUCA;AP0373;AT0562;;ES0543;IM3381;ME1165;SE0626;SW0617;TP4043;TV0012;9
51729;CAUCA;AP0614;AT0630;;ES0686;IM3280;ME1701;SE0492;SW0663;TP3291;TV0633;9
51730;CORDOBA;AP1426;AT1326;;ES1326;IM1526;ME2131;SE1626;SW1326;TP4620;TV1326;9
51731;CORDOBA;AP1506;AT1427;;ES1687;IM1568;;SE1467;SW1377;TP1358;TV1505;8
51732;CORDOBA;AP1375;AT1658;;ES1296;IM1605;ME2090;SE1505;SW1396;TP3110;TV1614;9
51733;CORDOBA;AP1594;AT1494;;ES1685;IM1227;ME2187;SE1333;SW1572;TP1581;TV1264;9
51734;CORDOBA;AP1542;AT1510;;ES1223;IM1385;ME2080;SE1453;SW1464;TP1470;TV1518;9
51735;CORDOBA;AP1503;AT1363;;ES1458;IM3176;ME3778;SE1426;SW1631;TP1465;TV1470;9
51736;CORDOBA;AP1684;AT1703;;ES1575;IM1672;ME3807;SE1420;SW1629;TP3516;TV1468;9
51737;META;AP2495;AT2495;;ES2495;IM2495;ME3158;SE2495;SW2495;TP2495;TV2495;9
51738;META;AP2619;AT2619;;ES2619;IM2882;ME3275;SE2619;SW2619;TP2643;TV2619;9
51739;SUCRE;AP2043;AT2071;;ES2072;IM2077;ME2717;SE2007;SW2049;TP2007;TV1940;9
51740;SUCRE;AP1962;AT1910;;ES3043;IM2967;ME2649;SE1949;SW1943;TP1957;TV1926;9
51741;SUCRE;AP2029;AT2076;;ES0037;IM2075;ME2718;SE2094;SW2034;TP2758;TV2025;9
51742;SUCRE;AP2880;AT1848;;ES2045;IM2052;ME2706;SE1953;SW1942;TP1954;TV1931;9
51743;SUCRE;AP1961;AT1911;;ES2048;IM2045;ME2707;SE1946;SW1945;TP1951;TV1925;9
51744;SUCRE;AP1959;AT2074;;ES2050;IM3321;ME2705;SE2009;SW2051;TP4982;TV1928;9
51745;SUCRE;AP2016;AT2098;;ES2060;IM2060;ME2745;SE2080;SW2020;TP2070;TV2012;9
51746;SUCRE;AP1930;AT1981;;ES2018;IM2023;ME2823;SE1902;SW1899;TP1873;TV1969;9
51747;SUCRE;;AT1921;;ES1956;;ME2628;SE1974;SW1957;TP1969;TV1979;7
51748;SUCRE;AP1903;AT1853;;ES1903;IM1903;ME2776;SE1898;SW1903;TP2600;TV1903;9
51749;CAUCA;AP0319;AT0469;EC0090;ES0810;IM0543;ME1708;SE0457;SW0058;TP0665;TV0476;10
51750;CAUCA;AP1023;AT0975;EC0933;ES0976;IM1076;ME1898;SE2811;SW1066;TP0861;TV0976;10
51751;BOLIVAR;AP2227;AT2384;EC2277;ES2431;IM2272;ME3085;SE2273;SW2238;TP2320;TV2190;10
51752;CAUCA;AP0922;AT0942;;ES1102;;ME3370;SE0912;SW1022;TP2785;TV1042;8
51755;CAUCA;AP0934;AT0904;;ES1154;IM0934;ME1837;SE0944;SW1004;;TV1104;8
51756;CAUCA;AP0059;AT0470;EC0089;ES0811;IM2969;ME1134;SE0458;SW0059;TP0666;TV0477;10
51757;CORDOBA;AP1692;AT1549;;ES1587;IM1436;ME2354;SE1430;SW1640;TP1691;TV1464;9
51758;CAUCA;AP0533;AT0451;;ES2919;IM0454;ME1152;SE0517;SW0339;TP0056;TV0694;9
51759;CAUCA;AP0336;AT0481;;ES2975;IM3019;ME1103;SE0644;SW0625;TP0600;TV0622;9
51760;SUCRE;AP1764;AT1762;;ES1762;IM2854;;SE1762;;TP2853;TV1764;7
51761;BOLIVAR;AP2410;;;ES2140;;ME2865;SE2160;SW2310;TP3632;TV2391;7
51762;BOLIVAR;AP2366;AT2266;;ES2176;IM2246;ME3859;SE2196;SW2366;TP5233;TV2977;9
51763;CAUCA;AP1187;AT1067;;ES0867;IM1120;ME1934;SE0868;SW0877;;TV2914;8
51764;CAUCA;AP0982;AT2798;;ES3117;IM0931;ME3378;SE1082;SW1001;TP0858;TV1096;9
51765;CAUCA;AP0124;AT0124;;ES0124;IM3002;ME1744;SE0124;SW0124;TP0512;TV0124;9
51766;CAUCA;AP0971;AT1191;;ES0922;IM2988;ME1985;SE1070;SW1171;TP0897;TV1171;9
51767;GUAVIARE;AP2631;AT2631;;ES2631;IM3333;ME3291;SE2631;SW2631;TP3324;TV2631;9
51768;META;AP2510;AT2510;;ES2510;IM2510;ME3176;SE2510;SW2510;TP2510;TV2510;9
51769;SUCRE;AP1896;AT1896;;ES2926;IM3345;ME2768;SE1906;SW1906;TP1906;TV1896;9
51771;BOLIVAR;AP2143;AT2343;;ES2847;IM2363;ME2998;SE2143;SW2133;;TV2213;8
51772;BOLIVAR;AP2301;AT2363;;ES2455;;ME3882;SE2442;;;TV2201;6
51773;BOLIVAR;AP2342;AT2413;;ES2362;IM2200;ME3909;SE2399;SW2119;;TV2342;8
51774;CAUCA;AP0538;AT0453;;ES0006;IM0806;ME1035;SE0686;SW0806;TP0560;TV0306;9
51776;CAUCA;AP0316;AT0683;;ES0525;IM0703;ME1091;SE0834;SW0527;TP0428;TV0671;9
51777;CORDOBA;AP1578;AT1498;;ES3008;IM3544;ME2475;SE1380;SW1558;TP1651;TV1278;9
51778;CORDOBA;AP1642;AT2938;;ES2959;IM1472;ME2421;SE1282;SW1282;TP4719;TV1582;9
51779;SUCRE;AP2008;AT2101;;ES2085;IM1954;ME2743;SE2072;SW2012;TP2096;TV1953;9
51780;SUCRE;AP1914;AT1811;;ES1849;IM3394;ME2809;SE1919;SW1918;TP1916;TV1811;9
51781;SUCRE;AP2893;AT1812;;ES1850;IM3181;ME2727;SE1920;SW1919;TP1920;TV1812;9
51782;VALLE DEL CAUCA;AP2816;AT2845;;ES2816;IM2816;ME3410;SE2818;SW2816;TP2816;TV0876;9
51784;VALLE DEL CAUCA;AP1104;AT1036;;ES1204;IM0954;ME1817;SE0974;SW1121;TP3362;TV0896;9
51785;BOLIVAR;AP2136;AT2336;;ES2309;IM2356;ME2936;SE2136;SW2126;TP2957;TV2206;9
51787;BOLIVAR;AP2299;AT2250;;ES2396;IM2256;ME3150;SE2447;SW2203;TP5201;TV2199;9
51789;BOLIVAR;AP2322;AT2322;;ES2332;IM2383;ME3006;SE2122;SW2432;;TV2232;8
51791;BOLIVAR;AP2125;AT2435;;ES2355;IM2405;ME3041;SE2361;SW2416;TP3070;TV2326;9
51795;CAUCA;AP0095;AT3014;;ES0380;IM0547;;SE0478;SW0396;TP3515;TV0404;8
51796;CAUCA;AP0390;AT0215;;ES0097;IM3362;ME1020;SE0702;SW0371;TP0617;TV0689;9
51798;CAUCA;AP0335;AT0666;;ES0818;IM0315;ME1338;SE0643;SW0403;TP0650;TV0615;9
51799;CAUCA;AP0317;AT0094;;ES0215;IM0449;ME1090;SE0842;SW2920;TP0353;TV0328;9
51800;CAUCA;AP0757;AT0756;;ES0756;IM0757;ME1174;SE0759;SW0757;;TV0756;8
51801;CAUCA;AP0531;AT0675;;ES0532;IM0072;ME1071;SE0636;SW0346;TP0061;TV0325;9
51802;CAUCA;AP0442;AT0384;;ES0814;IM0687;ME1204;SE0466;SW0668;TP0500;TV0354;9
51803;CAUCA;AP0441;AT0383;;ES0813;IM0686;;SE0254;SW0667;;TV0355;7
51804;CAUCA;AP0568;AT0558;;ES0238;;;SE0380;SW0687;TP0692;TV0649;7
51805;CAUCA;AP0341;AT0480;;ES0372;IM3497;ME1520;SE0652;SW0636;TP0630;;8
51806;CAUCA;AP0025;AT0272;;ES0025;IM0025;ME1180;SE0025;SW0025;TP0242;TV0427;9
51807;CAUCA;AP0295;AT3182;;ES0295;IM0295;ME3577;SE0295;SW0295;TP0295;TV0295;9
51808;CAUCA;AP0080;AT0641;;ES0830;IM0291;;SE0603;SW0633;TP0652;TV0648;8
51809;CAUCA;AP0357;AT0411;;ES0051;IM3551;ME1153;SE0616;SW0613;TP0251;TV0063;9
51810;CAUCA;AP0405;AT0697;;ES0366;IM3282;ME1028;SE0699;SW0810;TP0623;TV0666;9
51811;CAUCA;AP0100;AT0063;;ES0222;IM0648;ME1308;SE0238;SW0655;TP0549;TV0050;9
51813;CAUCA;AP0216;AT0564;;ES0669;IM0555;;SE0477;SW0646;;TV0627;7
51814;CAUCA;AP0539;AT0487;;ES0221;IM0944;ME1128;SE0642;SW0825;TP3684;TV0614;9
51815;CAUCA;AP0082;AT0363;;ES0826;IM0653;ME1085;SE0392;SW0450;TP0364;TV0382;9
51816;CAUCA;AP0154;AT0154;;ES0154;IM0154;ME1735;SE0154;SW0154;TP0154;TV0154;9
51817;CAUCA;AP0615;AT0631;;ES0377;IM0077;ME1013;SE0493;SW0664;TP0531;TV0634;9
51818;CAUCA;AP0616;AT0632;;ES0591;IM0340;ME1058;SE0494;SW0665;TP0532;TV0635;9
51819;CAUCA;AP0617;AT0633;;ES2988;IM2900;ME1312;SE0495;SW0666;TP0533;TV0636;9
51820;CAUCA;AP0689;AT0091;;ES0353;IM0090;ME1138;SE0407;SW0579;TP0350;TV0338;9
51821;CAUCA;AP0098;AT0061;;ES0224;IM0650;ME1306;SE0240;SW0653;TP0547;TV0048;9
51822;CAUCA;AP0603;AT0668;;ES0834;IM0839;;SE0405;SW0593;TP0527;TV0350;8
51823;CAUCA;AP0070;AT0657;;ES0599;IM0641;ME1319;SE0556;SW0418;TP0368;TV0466;9
51824;CAUCA;AP0084;AT0393;;ES0394;IM0655;ME1321;SE0395;SW0453;TP0367;TV0385;9
